ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS_IN_SOURCE	TOKENS	COGID
1980	Yolmo	To drink	t̪ʰuŋd̪uŋ	t̪ʰuŋd̪uŋ	t̪ʰ u ŋ + !d̪/t̪ʰ u ŋ	t̪ʰ u.ŋ + !d̪/t̪ʰ u.ŋ	1232
1981	Yolmo	To be thirsty	komzewoŋd̪e	komzewoŋd̪e	k o m + z e + w o ŋ + d̪ e	k o.m + z e + w o.ŋ + d̪ e	
1982	Yolmo	To sleep	ɲald̪uŋ	ɲald̪uŋ	ɲ a l + d̪ u ŋ	ɲ a.l + d̪ u.ŋ	1394
1983	Yolmo	To lie	kaŋtsʰiɹiɲald̪uŋ	kaŋtsʰiɹiɲald̪uŋ	k a ŋ + tsʰ i + ɹ i + ɲ a l + d̪ u ŋ	k a ŋ + tsʰ i + ɹ i + ɲ a.l + d̪ u.ŋ	
1984	Yolmo	To sit	t̪e	t̪e	t̪ e	t̪ e	
1985	Yolmo	To give	t̪eɾt̪uŋ	t̪eɾt̪uŋ	t̪ e ɾ/ɹ + t̪ u ŋ	t̪ e.ɾ/ɹ + t̪ u.ŋ	1268
1986	Yolmo	To burn	tsʰid̪e	tsʰid̪e	tsʰ i + d̪ e	tsʰ i + d̪ e	
1987	Yolmo	To die	ɕid̪e	ɕid̪e	ɕ i + d̪ e	ɕ i + d̪ e	1230
1988	Yolmo	To kill	set̪oŋ	set̪oŋ	s e + t̪ o ŋ	s e + t̪ o.ŋ	1311
1989	Yolmo	To fly	loŋ	loŋ	l o ŋ	l o.ŋ	901
1990	Yolmo	To walk	ndo	ndo	ⁿd/d̪ o	ⁿd/d̪ o	1453
1991	Yolmo	To run	tɕʰjuŋd̪uŋ	tɕʰjuŋd̪uŋ	tɕʰj/tɕʰ u ŋ + d̪ u ŋ	tɕʰj/tɕʰ u.ŋ + d̪ u.ŋ	967
1992	Yolmo	To go	soŋ	soŋ	s o ŋ	s o.ŋ	
1993	Yolmo	To come	ɕjo	ɕjo	ɕ j o	ɕ.j o	1224
1994	Yolmo	To speak	med̪oŋ	med̪oŋ	m e + d̪ o ŋ	m e + d̪ o.ŋ	
1995	Yolmo	To hear/listen	ɲind̪oŋ	ɲind̪oŋ	ɲ i n + d̪ o ŋ	ɲ i.n + d̪ o.ŋ	
1996	Yolmo	To look	t̪ed̪oŋ	t̪ed̪oŋ	t̪ e + d̪ o ŋ	t̪ e + d̪ o.ŋ	
1997	Yolmo	I	ŋa	ŋa	ŋ a	ŋ a	1310
1998	Yolmo	You (informal)	kʰje	kʰje	kʰ j e	kʰ.j e	1430
1999	Yolmo	You (informal)	kʰjø	kʰjø	kʰ j ø	kʰ.j ø	1430
2000	Yolmo	You (formal)	ɲiɹaŋla	ɲiɹaŋla	ɲ i + ɹ a ŋ + l a	ɲ i + ɹ a.ŋ + l a	
2001	Yolmo	He	kʰe	kʰe	kʰ e	kʰ e	
2002	Yolmo	She	mo	mo	m o	m o	
2003	Yolmo	We (inclusive)	ɲiɹaŋ	ɲiɹaŋ	ɲ i + ɹ a ŋ	ɲ i + ɹ a.ŋ	1066
2004	Yolmo	We (exclusive)	woɹaŋ	woɹaŋ	w o + ɹ a ŋ	w o + ɹ a.ŋ	
2005	Yolmo	You (plural)	kʰjapəti	kʰjapəti	kʰ j a + p ə + t̪ i	kʰ.j a + p ə + t̪ i	1498
2006	Yolmo	They	kʰuŋpʰatsi	kʰuŋpʰatsi	kʰ u ŋ + pʰ a + ts i	kʰ u.ŋ + pʰ a + ts i	
2007	Yolmo	Flour (eaten as food)	tsamba	tsamba	ts a m + b a	ts a.m + b a	
2008	Yolmo	Hailstone	seɹa	seɹa	s e + ɹ a	s e + ɹ a	1280
2009	Yolmo	Intestine	kjuma	kjuma	k j u + m a	k.j u + m a	
2010	Yolmo	Yard	t̪iŋ	t̪iŋ	t̪ i ŋ	t̪ i.ŋ	
2011	Yolmo	Yard	sat̪iŋ	sat̪iŋ	s a + t̪ i ŋ	s a + t̪ i.ŋ	
2012	Yolmo	To uproot	pod̪oŋ	pod̪oŋ	p o + d̪ o ŋ	p o + d̪ o.ŋ	
2013	Yolmo	Oven	koa	koa	k o + a	k o + a	
2014	Yolmo	Heel	kaŋbat̪iŋba	kaŋbat̪iŋba	k a ŋ + b a + t̪ i ŋ + b a	k a.ŋ + b a + t̪ i.ŋ + b a	
2015	Yolmo	Spade	t̪uzi	t̪uzi	t̪ u + !z/ts i	t̪ u + !z/ts i	
2016	Yolmo	Horse	t̪əbu	t̪əbu	t̪ ə + b u	t̪ ə + b u	1294
2017	Yolmo	Load	kʰuɹpu	kʰuɹpu	kʰ u ɹ + p u	kʰ u.ɹ + p u	
2018	Yolmo	To plough	med̪oŋ	med̪oŋ	m e + d̪ o ŋ	m e + d̪ o.ŋ	
2019	Yolmo	Bond	t̪əməsu	t̪əməsu	t̪ ə + m !ə/a + s u	t̪ ə + m !ə/a + s u	
2020	Yolmo	Bond	kamɡja	kamɡja	k a m + g j a	k a.m + g.j a	
2021	Yolmo	Beam (main wooden beam)	t̪uŋma	t̪uŋma	t̪ u ŋ + m a	t̪ u.ŋ + m a	
2022	Yolmo	Rope used to tie animals	ɹel	ɹel	ɹ e l	ɹ e.l	
2023	Yolmo	Beard	kja	kja	k j a	k.j a	
2024	Yolmo	To measure	t̪apt̪oŋ	t̪apt̪oŋ	t̪ a p + t̪ o ŋ	t̪ a.p + t̪ o.ŋ	
2025	Yolmo	Plank	paŋlep	paŋlep	p a ŋ + l e p	p a.ŋ + l e.p	
2026	Yolmo	Hole	om	om	o m	o m	
2027	Yolmo	Plough (noun)	t̪ʰoŋ	t̪ʰoŋ	t̪ʰ o ŋ	t̪ʰ o.ŋ	
2028	Yolmo	Lid (cover)	kʰaʑu	kʰaʑu	kʰ a + ʑ u	kʰ a + ʑ u	
2029	Yolmo	Handle	jowa	jowa	j o + w a	j o + w a	
2030	Yolmo	Bear	t̪om	t̪om	t̪ o m	t̪ o.m	
2031	Yolmo	Ghost	hlandi	hlandi	h l a n + d̪ i	h.l a.n + d̪ i	
2032	Yolmo	Manure	li	li	l i	l i	
2033	Yolmo	Bread	kʰuɹa	kʰuɹa	kʰ u + ɹ a	kʰ u + ɹ a	
2034	Yolmo	Corpse	ɹo	ɹo	ɹ o	ɹ o	
2035	Yolmo	Pig	pʰa	pʰa	pʰ a	pʰ a	1356
2036	Yolmo	Grains	ndu	ndu	ⁿd/d̪ u	ⁿd/d̪ u	
2037	Yolmo	Stick	pɹeka	pɹeka	p !ɹ/e !Ø/ɹ + k a	p !ɹ/e.!Ø/ɹ + k a	762
2038	Yolmo	Sweat	ŋuldʑju	ŋuldʑju	ŋ u l + dʑ j u	ŋ u.l + dʑ.j u	
2039	Yolmo	To chew	muɾt̪oŋ	muɾt̪oŋ	m u !ɾ/ɹ + !t̪/d̪ !o/u ŋ	m u.!ɾ/ɹ + !t̪/d̪ !o/u.ŋ	1214
2040	Yolmo	To swallow	ɲit̪uŋ	ɲit̪uŋ	ɲ i + t̪ u ŋ	ɲ i + t̪ u.ŋ	
2041	Yolmo	To throw	kjuɹd̪uŋ	kjuɹd̪uŋ	k j u ɹ + d̪ u ŋ	k.j u.ɹ + d̪ u.ŋ	1000
